project_name,functional_unit,metal,production_route,recycled_content_pct,electricity_kWh_per_FU,electricity_grid_region,fuel_MJ_per_FU,fuel_type,transport_mode,transport_distance_km,process_yield_pct,end_of_life_recycle_rate_pct,product_lifetime_years,region,data_confidence
Co-proj-0233,1 tonne,Copper,mix,42,6801,EU-Grid,1828,biomass,truck,105,93,48,41,Europe,extracted
Al-proj-0234,1 tonne,Aluminium,primary,84,2372,US-Grid,404,natural_gas,ship,1782,87,83,12,USA,predicted
Co-proj-0235,1 tonne,Copper,secondary,45,1177,IN-Grid,1634,oil,ship,430,95,32,25,China,extracted
Co-proj-0236,1 tonne,Copper,secondary,35,3269,CN-Grid,1113,oil,truck,1536,90,72,34,USA,predicted
Co-proj-0237,1 tonne,Copper,primary,53,5404,US-Grid,1620,natural_gas,rail,1614,97,92,49,India,extracted
Al-proj-0238,1 tonne,Aluminium,secondary,71,2496,IN-Grid,1530,oil,rail,1352,87,57,37,China,predicted
Co-proj-0239,1 tonne,Copper,secondary,63,1949,CN-Grid,1721,natural_gas,ship,1715,88,35,42,China,predicted
Al-proj-0240,1 tonne,Aluminium,mix,76,3930,IN-Grid,939,oil,truck,1030,94,51,22,India,extracted
Co-proj-0241,1 tonne,Copper,secondary,49,4844,IN-Grid,1913,oil,truck,101,89,55,22,India,user
Co-proj-0242,1 tonne,Copper,secondary,82,3562,CN-Grid,1565,coal,truck,1383,85,77,6,India,predicted
Co-proj-0243,1 tonne,Copper,primary,62,16510,IN-Grid,905,oil,rail,323,95,86,50,China,extracted
Co-proj-0244,1 tonne,Copper,primary,51,3323,EU-Grid,1120,biomass,truck,987,91,70,41,India,predicted
Al-proj-0245,1 tonne,Aluminium,mix,59,4015,CN-Grid,1567,biomass,rail,590,97,47,36,USA,predicted
Co-proj-0246,1 tonne,Copper,secondary,62,943,IN-Grid,505,oil,ship,851,97,95,50,USA,extracted
Al-proj-0247,1 tonne,Aluminium,primary,62,7830,US-Grid,1906,biomass,rail,1822,96,48,11,Europe,predicted
Al-proj-0248,1 tonne,Aluminium,mix,66,4418,CN-Grid,813,biomass,rail,1196,88,32,48,India,predicted
Al-proj-0249,1 tonne,Aluminium,primary,86,5660,IN-Grid,1847,oil,ship,146,95,91,43,China,extracted
Al-proj-0250,1 tonne,Aluminium,secondary,66,3228,EU-Grid,1945,natural_gas,rail,1571,92,49,14,Europe,extracted
Al-proj-0251,1 tonne,Aluminium,mix,30,710,CN-Grid,245,oil,rail,795,89,37,9,India,extracted
Co-proj-0252,1 tonne,Copper,secondary,81,7792,EU-Grid,1901,oil,truck,1290,90,87,22,China,user
Co-proj-0253,1 tonne,Copper,mix,31,3491,CN-Grid,1203,biomass,truck,1173,97,64,40,China,extracted
Co-proj-0254,1 tonne,Copper,mix,48,6772,US-Grid,566,natural_gas,ship,1242,86,28,46,USA,extracted
Co-proj-0255,1 tonne,Copper,mix,57,4931,EU-Grid,899,oil,ship,317,96,52,28,India,extracted
Co-proj-0256,1 tonne,Copper,mix,62,4167,US-Grid,333,biomass,ship,1220,99,31,44,Europe,predicted
Al-proj-0257,1 tonne,Aluminium,mix,28,3911,CN-Grid,1078,biomass,ship,137,87,72,33,Europe,user
Co-proj-0258,1 tonne,Copper,mix,40,1437,IN-Grid,175,biomass,ship,597,88,39,22,USA,extracted
Al-proj-0259,1 tonne,Aluminium,secondary,21,1701,EU-Grid,557,biomass,truck,1782,85,35,14,Europe,predicted
Co-proj-0260,1 tonne,Copper,primary,67,19280,CN-Grid,1835,biomass,rail,1950,87,67,26,Europe,user
Al-proj-0261,1 tonne,Aluminium,primary,35,1099,IN-Grid,98,oil,truck,268,97,76,45,USA,user
Co-proj-0262,1 tonne,Copper,secondary,67,890,US-Grid,95,biomass,ship,419,90,53,6,USA,user
Co-proj-0263,1 tonne,Copper,mix,69,3274,EU-Grid,183,biomass,truck,901,86,74,48,India,user
Al-proj-0264,1 tonne,Aluminium,primary,67,4130,CN-Grid,1578,biomass,truck,1923,92,35,8,India,predicted
Co-proj-0265,1 tonne,Copper,mix,28,2432,EU-Grid,1642,natural_gas,truck,1887,87,62,17,China,extracted
Al-proj-0266,1 tonne,Aluminium,mix,44,2257,IN-Grid,461,oil,rail,895,89,69,13,China,extracted
Co-proj-0267,1 tonne,Copper,mix,59,6376,EU-Grid,1902,biomass,ship,218,87,70,40,USA,predicted
Al-proj-0268,1 tonne,Aluminium,mix,84,898,EU-Grid,969,coal,ship,63,92,46,14,China,extracted
Co-proj-0269,1 tonne,Copper,mix,61,5450,EU-Grid,152,biomass,ship,1657,96,95,16,China,user
Co-proj-0270,1 tonne,Copper,secondary,80,3297,EU-Grid,743,natural_gas,ship,1450,90,48,11,USA,predicted
Al-proj-0271,1 tonne,Aluminium,secondary,77,4240,EU-Grid,1286,oil,truck,477,95,66,26,India,user
Co-proj-0272,1 tonne,Copper,mix,57,3845,IN-Grid,860,biomass,ship,1036,89,93,41,India,user
Co-proj-0273,1 tonne,Copper,secondary,37,1342,CN-Grid,775,biomass,rail,1178,87,95,13,China,extracted
Co-proj-0274,1 tonne,Copper,mix,41,5084,CN-Grid,520,oil,truck,676,87,86,47,India,predicted
Al-proj-0275,1 tonne,Aluminium,primary,46,6702,CN-Grid,1965,natural_gas,truck,484,96,28,38,USA,extracted
Co-proj-0276,1 tonne,Copper,mix,21,2472,US-Grid,975,biomass,truck,1959,98,52,39,India,user
Al-proj-0277,1 tonne,Aluminium,primary,27,5680,CN-Grid,759,natural_gas,ship,1484,92,69,30,India,user
Co-proj-0278,1 tonne,Copper,primary,29,7608,IN-Grid,602,natural_gas,ship,1609,90,59,6,China,extracted
Co-proj-0279,1 tonne,Copper,primary,27,8808,IN-Grid,700,coal,truck,134,97,60,45,China,user
Al-proj-0280,1 tonne,Aluminium,primary,72,2469,EU-Grid,960,natural_gas,ship,436,86,21,6,Europe,extracted
Al-proj-0281,1 tonne,Aluminium,mix,76,826,CN-Grid,692,natural_gas,ship,1958,89,77,46,USA,predicted
Al-proj-0282,1 tonne,Aluminium,secondary,23,4785,IN-Grid,1475,coal,ship,1354,91,55,20,USA,user
Al-proj-0283,1 tonne,Aluminium,mix,38,1463,IN-Grid,452,oil,truck,1252,92,51,12,USA,user
Al-proj-0284,1 tonne,Aluminium,primary,73,6039,IN-Grid,57,oil,ship,476,99,81,27,USA,extracted
Al-proj-0285,1 tonne,Aluminium,mix,69,4655,EU-Grid,674,natural_gas,truck,217,96,88,5,USA,extracted
Co-proj-0286,1 tonne,Copper,secondary,90,3205,US-Grid,986,natural_gas,ship,722,86,66,45,Europe,predicted
Al-proj-0287,1 tonne,Aluminium,primary,82,12913,IN-Grid,1630,natural_gas,rail,1419,99,41,41,China,extracted
Al-proj-0288,1 tonne,Aluminium,primary,75,11335,CN-Grid,1174,biomass,ship,1664,99,44,15,Europe,predicted
Al-proj-0289,1 tonne,Aluminium,mix,88,1313,US-Grid,1212,oil,truck,925,94,22,33,Europe,user
Co-proj-0290,1 tonne,Copper,secondary,45,6397,IN-Grid,650,oil,truck,443,91,40,48,China,predicted
Co-proj-0291,1 tonne,Copper,secondary,45,6280,EU-Grid,326,coal,truck,916,95,72,15,USA,predicted
Al-proj-0292,1 tonne,Aluminium,mix,29,2490,US-Grid,1725,oil,rail,422,92,88,49,Europe,predicted
Co-proj-0293,1 tonne,Copper,primary,83,3580,US-Grid,1367,coal,rail,782,89,63,21,Europe,extracted
Co-proj-0294,1 tonne,Copper,mix,31,4279,EU-Grid,492,natural_gas,rail,1515,91,68,12,China,user
Al-proj-0295,1 tonne,Aluminium,mix,35,3847,EU-Grid,567,biomass,ship,1406,97,40,19,USA,user
Co-proj-0296,1 tonne,Copper,primary,46,13993,CN-Grid,1209,oil,truck,1530,90,84,15,China,predicted
Al-proj-0297,1 tonne,Aluminium,mix,81,2008,IN-Grid,1639,biomass,ship,1492,88,72,28,India,extracted
Co-proj-0298,1 tonne,Copper,primary,90,15249,IN-Grid,96,coal,ship,1837,92,50,48,Europe,user
Al-proj-0299,1 tonne,Aluminium,primary,86,5662,CN-Grid,67,coal,truck,1991,98,34,43,China,extracted
Co-proj-0300,1 tonne,Copper,primary,35,22917,EU-Grid,955,oil,truck,1321,94,62,12,China,predicted
Al-proj-0301,1 tonne,Aluminium,primary,72,8142,US-Grid,1771,natural_gas,truck,1394,93,42,29,USA,predicted
Al-proj-0302,1 tonne,Aluminium,secondary,77,1264,EU-Grid,1338,coal,ship,715,85,24,31,India,user
Co-proj-0303,1 tonne,Copper,mix,56,1851,IN-Grid,1232,coal,ship,537,93,34,21,Europe,extracted
Co-proj-0304,1 tonne,Copper,primary,53,18743,CN-Grid,160,biomass,truck,1335,86,31,17,China,extracted
Co-proj-0305,1 tonne,Copper,primary,87,12154,CN-Grid,1626,coal,truck,248,88,84,5,Europe,predicted
Co-proj-0306,1 tonne,Copper,primary,54,6995,US-Grid,331,coal,rail,1872,99,51,11,Europe,extracted
Co-proj-0307,1 tonne,Copper,mix,78,4691,CN-Grid,1143,natural_gas,rail,1852,87,43,13,USA,user
Al-proj-0308,1 tonne,Aluminium,secondary,88,1970,IN-Grid,1361,natural_gas,ship,1718,98,46,22,India,extracted
Co-proj-0309,1 tonne,Copper,mix,27,7570,EU-Grid,1924,biomass,truck,1724,99,89,32,USA,extracted
Al-proj-0310,1 tonne,Aluminium,secondary,76,4139,US-Grid,1109,oil,ship,1367,90,31,11,India,extracted
Co-proj-0311,1 tonne,Copper,primary,28,13014,CN-Grid,1965,coal,rail,283,87,79,35,India,predicted
Co-proj-0312,1 tonne,Copper,mix,39,3321,EU-Grid,725,biomass,ship,313,87,31,45,Europe,user
Al-proj-0313,1 tonne,Aluminium,mix,88,4965,IN-Grid,445,oil,rail,135,97,31,39,China,extracted
Co-proj-0314,1 tonne,Copper,mix,79,7457,US-Grid,1628,natural_gas,truck,921,91,44,37,USA,predicted
Co-proj-0315,1 tonne,Copper,primary,60,8001,EU-Grid,523,biomass,ship,1137,96,91,48,USA,extracted
Co-proj-0316,1 tonne,Copper,mix,20,5187,EU-Grid,1739,oil,rail,214,86,52,20,China,extracted
Al-proj-0317,1 tonne,Aluminium,secondary,69,4050,US-Grid,1624,biomass,rail,1852,92,85,10,USA,user
Co-proj-0318,1 tonne,Copper,mix,74,6104,CN-Grid,762,oil,truck,160,86,32,44,Europe,predicted
Al-proj-0319,1 tonne,Aluminium,secondary,86,1382,EU-Grid,59,natural_gas,truck,369,86,72,11,Europe,predicted
Al-proj-0320,1 tonne,Aluminium,secondary,79,3615,IN-Grid,570,biomass,rail,1632,90,84,25,China,extracted
Co-proj-0321,1 tonne,Copper,mix,42,2591,EU-Grid,1178,coal,ship,317,92,83,19,India,extracted
Co-proj-0322,1 tonne,Copper,mix,30,2634,CN-Grid,543,biomass,truck,617,98,42,47,China,predicted
Co-proj-0323,1 tonne,Copper,mix,83,4071,IN-Grid,1523,biomass,truck,1231,89,95,18,China,user
Al-proj-0324,1 tonne,Aluminium,secondary,24,4023,IN-Grid,1790,coal,truck,729,93,74,35,USA,extracted
Al-proj-0325,1 tonne,Aluminium,secondary,63,3614,US-Grid,452,biomass,ship,608,94,36,28,Europe,user
Co-proj-0326,1 tonne,Copper,mix,78,1310,IN-Grid,1173,natural_gas,truck,144,96,44,14,China,user
Co-proj-0327,1 tonne,Copper,primary,32,2761,EU-Grid,497,oil,ship,598,95,82,5,Europe,extracted
Al-proj-0328,1 tonne,Aluminium,primary,31,5724,CN-Grid,927,natural_gas,rail,486,94,33,14,China,user
Co-proj-0329,1 tonne,Copper,mix,70,3881,CN-Grid,1852,coal,ship,529,94,75,44,USA,predicted
Co-proj-0330,1 tonne,Copper,secondary,82,1786,IN-Grid,493,biomass,rail,1500,94,72,21,India,user
Al-proj-0331,1 tonne,Aluminium,secondary,76,2994,CN-Grid,716,coal,ship,1034,86,87,20,India,predicted
Al-proj-0332,1 tonne,Aluminium,secondary,27,2053,US-Grid,726,natural_gas,truck,1874,97,80,17,India,extracted
Co-proj-0333,1 tonne,Copper,primary,66,10708,EU-Grid,845,biomass,truck,1936,91,45,11,USA,user
Al-proj-0334,1 tonne,Aluminium,mix,83,2668,IN-Grid,1168,oil,rail,1138,95,65,6,Europe,predicted
Co-proj-0335,1 tonne,Copper,mix,48,2187,CN-Grid,468,biomass,ship,971,85,81,34,India,predicted
Al-proj-0336,1 tonne,Aluminium,mix,77,740,IN-Grid,297,biomass,ship,712,99,55,25,China,extracted
Al-proj-0337,1 tonne,Aluminium,secondary,53,4025,EU-Grid,756,oil,truck,189,85,92,38,India,user
Al-proj-0338,1 tonne,Aluminium,primary,44,2204,EU-Grid,1789,natural_gas,ship,840,88,42,37,China,user
Co-proj-0339,1 tonne,Copper,primary,66,22631,CN-Grid,1383,natural_gas,truck,1788,86,71,26,China,user
Co-proj-0340,1 tonne,Copper,mix,63,7828,EU-Grid,1455,natural_gas,truck,1937,89,57,18,India,extracted
Co-proj-0341,1 tonne,Copper,mix,61,1440,EU-Grid,716,biomass,truck,1580,86,40,49,Europe,extracted
Al-proj-0342,1 tonne,Aluminium,primary,24,6781,US-Grid,461,oil,rail,825,99,78,27,India,extracted
Al-proj-0343,1 tonne,Aluminium,secondary,88,782,CN-Grid,1081,coal,truck,538,91,88,27,China,user
Al-proj-0344,1 tonne,Aluminium,primary,51,2000,US-Grid,430,coal,rail,1860,91,42,13,USA,extracted
Al-proj-0345,1 tonne,Aluminium,mix,24,1404,EU-Grid,931,biomass,rail,1130,85,30,42,USA,user
Co-proj-0346,1 tonne,Copper,primary,75,9269,EU-Grid,1427,coal,ship,1623,92,54,8,China,extracted
Al-proj-0347,1 tonne,Aluminium,secondary,58,1897,IN-Grid,459,oil,ship,367,97,31,31,Europe,extracted
Co-proj-0348,1 tonne,Copper,primary,60,2449,US-Grid,1483,coal,ship,74,99,25,33,USA,predicted
Co-proj-0349,1 tonne,Copper,secondary,53,6351,US-Grid,1509,oil,rail,1101,97,29,41,Europe,user
Al-proj-0350,1 tonne,Aluminium,secondary,31,3946,EU-Grid,642,oil,ship,990,95,28,12,Europe,extracted
Al-proj-0351,1 tonne,Aluminium,primary,33,2807,US-Grid,1747,oil,rail,123,95,82,45,Europe,extracted
Co-proj-0352,1 tonne,Copper,secondary,42,6635,IN-Grid,345,coal,truck,926,94,45,42,India,extracted
Al-proj-0353,1 tonne,Aluminium,secondary,69,1975,CN-Grid,1642,biomass,ship,1502,92,21,11,China,user
Co-proj-0354,1 tonne,Copper,secondary,73,5046,US-Grid,86,biomass,ship,603,95,37,19,USA,user
Co-proj-0355,1 tonne,Copper,secondary,37,6930,IN-Grid,359,biomass,ship,1163,86,64,50,Europe,predicted
Co-proj-0356,1 tonne,Copper,primary,26,20586,US-Grid,761,biomass,ship,154,89,54,10,Europe,extracted
Al-proj-0357,1 tonne,Aluminium,secondary,34,588,EU-Grid,1072,natural_gas,truck,303,85,35,43,India,predicted
Co-proj-0358,1 tonne,Copper,secondary,84,2019,EU-Grid,1618,coal,truck,136,96,58,45,India,predicted
Al-proj-0359,1 tonne,Aluminium,mix,83,922,CN-Grid,808,biomass,rail,1772,85,38,22,USA,user
Co-proj-0360,1 tonne,Copper,primary,70,5931,IN-Grid,1675,coal,ship,790,88,39,32,Europe,extracted
Al-proj-0361,1 tonne,Aluminium,mix,24,3510,EU-Grid,420,natural_gas,ship,1795,88,92,45,China,user
Co-proj-0362,1 tonne,Copper,mix,77,6866,US-Grid,261,biomass,truck,917,95,81,15,Europe,user
Al-proj-0363,1 tonne,Aluminium,mix,71,1878,IN-Grid,342,biomass,truck,1623,89,57,26,Europe,user
Al-proj-0364,1 tonne,Aluminium,primary,74,10174,EU-Grid,1612,oil,rail,1055,90,71,47,USA,user
Co-proj-0365,1 tonne,Copper,secondary,59,7048,EU-Grid,1910,oil,truck,1747,95,43,35,USA,extracted
Al-proj-0366,1 tonne,Aluminium,mix,77,3883,EU-Grid,460,natural_gas,truck,1973,99,44,15,India,predicted
Al-proj-0367,1 tonne,Aluminium,secondary,48,2293,CN-Grid,1511,coal,truck,916,90,74,46,China,user
Al-proj-0368,1 tonne,Aluminium,mix,26,3950,EU-Grid,877,biomass,ship,202,95,71,46,China,extracted
Co-proj-0369,1 tonne,Copper,primary,82,17453,US-Grid,634,natural_gas,rail,934,88,85,36,USA,predicted
Al-proj-0370,1 tonne,Aluminium,mix,64,1562,CN-Grid,1618,biomass,rail,1411,92,68,28,Europe,extracted
Co-proj-0371,1 tonne,Copper,primary,48,15348,CN-Grid,1752,coal,rail,1513,91,35,24,Europe,extracted
Co-proj-0372,1 tonne,Copper,secondary,75,7649,CN-Grid,1497,coal,rail,479,91,78,40,China,user
Co-proj-0373,1 tonne,Copper,primary,47,14123,IN-Grid,168,oil,truck,1143,97,71,13,Europe,user
Co-proj-0374,1 tonne,Copper,secondary,41,7488,US-Grid,175,natural_gas,ship,200,85,46,17,India,predicted
Al-proj-0375,1 tonne,Aluminium,mix,88,4536,IN-Grid,445,coal,rail,87,93,81,24,Europe,extracted
Al-proj-0376,1 tonne,Aluminium,mix,60,3878,US-Grid,1590,coal,ship,1554,95,69,29,Europe,predicted
Co-proj-0377,1 tonne,Copper,secondary,76,1235,US-Grid,459,coal,truck,1069,96,87,48,India,extracted
Co-proj-0378,1 tonne,Copper,mix,41,4160,US-Grid,1907,biomass,ship,116,88,65,26,Europe,predicted
Co-proj-0379,1 tonne,Copper,mix,23,4346,EU-Grid,897,oil,ship,1761,96,63,44,USA,predicted
Al-proj-0380,1 tonne,Aluminium,primary,69,13976,CN-Grid,475,natural_gas,truck,1323,98,47,14,India,user
Co-proj-0381,1 tonne,Copper,primary,87,4800,IN-Grid,1188,biomass,rail,101,88,48,28,China,predicted
Co-proj-0382,1 tonne,Copper,secondary,35,1801,CN-Grid,729,natural_gas,rail,1719,93,67,33,USA,extracted
Al-proj-0383,1 tonne,Aluminium,primary,61,2833,CN-Grid,1006,biomass,rail,279,88,44,6,USA,predicted
Co-proj-0384,1 tonne,Copper,secondary,78,2317,EU-Grid,857,natural_gas,rail,121,87,69,43,India,predicted
Al-proj-0385,1 tonne,Aluminium,secondary,48,3954,EU-Grid,1835,oil,rail,526,95,33,6,USA,extracted
Al-proj-0386,1 tonne,Aluminium,secondary,27,1415,CN-Grid,1485,oil,rail,1114,97,29,26,Europe,extracted
Al-proj-0387,1 tonne,Aluminium,primary,20,1600,US-Grid,850,biomass,truck,1613,98,42,29,USA,extracted
Al-proj-0388,1 tonne,Aluminium,secondary,51,3326,CN-Grid,504,natural_gas,truck,848,93,67,29,Europe,predicted
Co-proj-0389,1 tonne,Copper,secondary,77,6474,IN-Grid,1084,oil,truck,623,86,57,37,China,predicted
Al-proj-0390,1 tonne,Aluminium,mix,84,3749,CN-Grid,1355,coal,ship,942,99,57,30,Europe,predicted
Co-proj-0391,1 tonne,Copper,secondary,52,2562,EU-Grid,793,natural_gas,ship,1991,88,76,25,India,predicted
Al-proj-0392,1 tonne,Aluminium,secondary,45,3996,US-Grid,389,natural_gas,ship,1051,94,82,22,India,extracted
Al-proj-0393,1 tonne,Aluminium,primary,83,8750,EU-Grid,482,biomass,rail,206,94,62,12,Europe,user
Co-proj-0394,1 tonne,Copper,secondary,33,4096,IN-Grid,1690,coal,truck,1214,92,26,44,Europe,extracted
Co-proj-0395,1 tonne,Copper,primary,62,2751,IN-Grid,1589,coal,truck,1334,97,74,31,India,extracted
Co-proj-0396,1 tonne,Copper,mix,49,6996,CN-Grid,322,coal,ship,99,98,47,48,Europe,extracted
Al-proj-0397,1 tonne,Aluminium,primary,41,9517,IN-Grid,1763,biomass,truck,763,91,58,33,India,extracted
Co-proj-0398,1 tonne,Copper,secondary,81,988,EU-Grid,1864,coal,ship,1058,99,86,9,Europe,user
Al-proj-0399,1 tonne,Aluminium,secondary,82,4729,US-Grid,1686,coal,ship,754,87,31,41,India,predicted
Al-proj-0400,1 tonne,Aluminium,secondary,53,3671,EU-Grid,513,coal,ship,1633,95,75,19,Europe,extracted
Co-proj-0401,1 tonne,Copper,mix,56,6314,EU-Grid,83,oil,ship,1117,94,90,42,USA,predicted
Al-proj-0402,1 tonne,Aluminium,secondary,53,1462,CN-Grid,1701,natural_gas,ship,1736,89,74,35,Europe,predicted
Co-proj-0403,1 tonne,Copper,primary,52,17754,EU-Grid,1934,natural_gas,truck,890,96,31,50,India,user
Al-proj-0404,1 tonne,Aluminium,secondary,71,4726,CN-Grid,400,oil,truck,1617,96,45,19,Europe,extracted
Co-proj-0405,1 tonne,Copper,primary,32,16654,EU-Grid,923,natural_gas,ship,1952,94,23,8,Europe,predicted
Al-proj-0406,1 tonne,Aluminium,primary,45,2238,CN-Grid,683,biomass,truck,1085,97,92,27,Europe,user
Co-proj-0407,1 tonne,Copper,primary,57,18029,US-Grid,133,oil,rail,1994,86,57,31,China,extracted
Al-proj-0408,1 tonne,Aluminium,mix,81,1894,CN-Grid,1083,biomass,ship,1129,97,47,39,Europe,predicted
Al-proj-0409,1 tonne,Aluminium,primary,73,2483,IN-Grid,1868,biomass,rail,550,94,65,30,Europe,user
Al-proj-0410,1 tonne,Aluminium,mix,48,566,IN-Grid,609,natural_gas,truck,906,88,52,24,USA,extracted
Al-proj-0411,1 tonne,Aluminium,mix,25,1239,CN-Grid,999,natural_gas,rail,1227,95,50,24,Europe,predicted
Al-proj-0412,1 tonne,Aluminium,primary,63,1409,EU-Grid,1899,natural_gas,rail,602,93,47,44,China,extracted
Al-proj-0413,1 tonne,Aluminium,secondary,68,3762,CN-Grid,1117,oil,truck,1869,99,55,8,China,user
Al-proj-0414,1 tonne,Aluminium,primary,46,1387,US-Grid,1133,natural_gas,ship,1659,99,37,31,USA,predicted
Al-proj-0415,1 tonne,Aluminium,secondary,22,1670,IN-Grid,1950,coal,truck,741,96,90,26,China,extracted
Al-proj-0416,1 tonne,Aluminium,mix,85,3221,EU-Grid,903,biomass,rail,1158,97,56,45,India,user
Al-proj-0417,1 tonne,Aluminium,secondary,80,4810,EU-Grid,696,coal,ship,439,90,73,26,Europe,extracted
Al-proj-0418,1 tonne,Aluminium,mix,78,1917,CN-Grid,1227,biomass,ship,1258,96,88,32,China,user
Co-proj-0419,1 tonne,Copper,primary,21,6699,EU-Grid,195,oil,truck,1548,90,70,23,China,extracted
Co-proj-0420,1 tonne,Copper,mix,31,4826,EU-Grid,72,biomass,ship,1896,98,54,37,USA,predicted
Co-proj-0421,1 tonne,Copper,secondary,63,6693,US-Grid,1688,biomass,ship,1338,98,83,50,USA,user
Al-proj-0422,1 tonne,Aluminium,mix,32,3555,CN-Grid,1625,coal,truck,897,91,81,27,India,user
Co-proj-0423,1 tonne,Copper,mix,65,1124,IN-Grid,361,natural_gas,ship,1201,88,42,26,China,user
Al-proj-0424,1 tonne,Aluminium,primary,37,8397,EU-Grid,1902,natural_gas,truck,66,98,23,48,Europe,user
Co-proj-0425,1 tonne,Copper,primary,77,24586,CN-Grid,1668,coal,truck,957,96,55,41,China,user
Al-proj-0426,1 tonne,Aluminium,secondary,70,3216,EU-Grid,1059,natural_gas,truck,465,93,68,26,Europe,extracted
Co-proj-0427,1 tonne,Copper,secondary,55,5329,IN-Grid,852,oil,ship,1361,91,26,37,USA,extracted
Co-proj-0428,1 tonne,Copper,mix,82,6069,CN-Grid,685,biomass,ship,443,97,77,21,Europe,predicted
Al-proj-0429,1 tonne,Aluminium,mix,44,4142,IN-Grid,656,coal,truck,1246,89,50,21,India,predicted
Co-proj-0430,1 tonne,Copper,secondary,84,5180,CN-Grid,945,coal,rail,1350,93,36,25,China,predicted
Al-proj-0431,1 tonne,Aluminium,secondary,28,2596,IN-Grid,422,coal,rail,1328,95,23,35,India,predicted
Al-proj-0432,1 tonne,Aluminium,mix,20,4844,IN-Grid,807,natural_gas,ship,1493,96,65,41,India,predicted
Al-proj-0433,1 tonne,Aluminium,secondary,38,1337,US-Grid,1491,biomass,rail,1613,86,23,46,India,extracted
Al-proj-0434,1 tonne,Aluminium,primary,43,12042,EU-Grid,528,natural_gas,truck,1056,93,48,29,Europe,extracted
Co-proj-0435,1 tonne,Copper,primary,58,8008,CN-Grid,1906,coal,ship,245,97,94,48,China,extracted
Al-proj-0436,1 tonne,Aluminium,secondary,89,3699,US-Grid,1817,coal,ship,1485,92,81,8,India,user
Al-proj-0437,1 tonne,Aluminium,mix,38,2665,EU-Grid,791,biomass,rail,1753,95,69,12,China,predicted
Al-proj-0438,1 tonne,Aluminium,mix,49,3676,US-Grid,1998,coal,ship,395,87,51,43,Europe,user
Al-proj-0439,1 tonne,Aluminium,mix,56,1117,US-Grid,1263,coal,rail,1933,94,95,9,USA,predicted
Al-proj-0440,1 tonne,Aluminium,secondary,36,4811,IN-Grid,103,natural_gas,rail,1309,94,48,46,USA,extracted
Co-proj-0441,1 tonne,Copper,mix,63,7052,IN-Grid,1958,natural_gas,truck,414,95,36,12,USA,predicted
Al-proj-0442,1 tonne,Aluminium,primary,29,13937,US-Grid,1898,coal,rail,1221,92,21,17,USA,predicted
Al-proj-0443,1 tonne,Aluminium,secondary,76,3245,US-Grid,401,coal,truck,1575,87,29,20,China,extracted
Co-proj-0444,1 tonne,Copper,secondary,74,1925,IN-Grid,777,biomass,rail,1739,99,43,9,Europe,extracted
Co-proj-0445,1 tonne,Copper,secondary,50,5609,CN-Grid,377,biomass,rail,380,95,60,35,India,predicted
Al-proj-0446,1 tonne,Aluminium,mix,70,2971,US-Grid,183,biomass,rail,745,98,36,21,India,user
Co-proj-0447,1 tonne,Copper,mix,78,3127,EU-Grid,496,oil,truck,160,96,94,42,Europe,predicted
Al-proj-0448,1 tonne,Aluminium,secondary,52,1229,CN-Grid,630,oil,rail,75,90,21,17,India,user
Co-proj-0449,1 tonne,Copper,primary,23,18419,IN-Grid,835,natural_gas,truck,343,85,40,44,USA,user
Al-proj-0450,1 tonne,Aluminium,secondary,82,848,IN-Grid,626,coal,truck,1336,97,64,13,China,extracted
Al-proj-0451,1 tonne,Aluminium,mix,22,2857,EU-Grid,1028,coal,truck,702,97,50,6,USA,extracted
Al-proj-0452,1 tonne,Aluminium,primary,54,3197,EU-Grid,1411,biomass,rail,1350,89,78,14,India,user
Al-proj-0453,1 tonne,Aluminium,primary,84,13296,CN-Grid,829,oil,truck,151,95,57,24,Europe,predicted
Co-proj-0454,1 tonne,Copper,mix,84,4526,US-Grid,1907,natural_gas,rail,643,92,60,48,India,user
Co-proj-0455,1 tonne,Copper,mix,62,6942,CN-Grid,1657,natural_gas,ship,760,92,81,11,China,extracted
Al-proj-0456,1 tonne,Aluminium,secondary,79,3841,IN-Grid,887,oil,rail,570,94,57,5,China,extracted
Co-proj-0457,1 tonne,Copper,secondary,42,4523,CN-Grid,1769,oil,rail,1196,91,58,45,China,user
Co-proj-0458,1 tonne,Copper,mix,30,2686,EU-Grid,496,coal,rail,736,89,81,8,Europe,user
Al-proj-0459,1 tonne,Aluminium,mix,51,3199,CN-Grid,401,oil,ship,1660,89,39,10,India,user
Co-proj-0460,1 tonne,Copper,primary,40,16800,EU-Grid,1721,coal,truck,1124,87,87,10,USA,extracted
